"","Protein","Function","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","score"
"CMA001C","Similar to trefoil factor","nan",226.503456107217,2.31792334146297,0.222695754563137,10.4084756622777,2.2682443329293e-25,1.11603048684009e-24,127.838720176752
"CMA004C","Mitochondrial pyruvate carrier","Mediates the uptake of pyruvate into mitochondria. {ECO:0000256|RuleBase:RU363100}.",2642.59504435577,-0.0825097731944338,0.0844171070363998,-0.977405837407534,0.328368274222243,0.380309184061668,0.0797680324109501
"CMA005C","Calcium-binding mitochondrial carrier Aralar","nan",2789.153323498,0.0632590813616006,0.0721790947003493,0.876418326167985,0.38080265918812,0.435619175496841,0.0525674658937872
"CMA007C","Serine O-acetyltransferase (EC 2.3.1.30)","nan",5833.28703784062,0.602112593230773,0.0527509594824816,11.4142491271791,3.54956083024608e-30,2.00653868238997e-29,39.7867310158267
"CMA008C","ORF1050","nan",12.284500109377,0.982340647598236,0.578250056559782,1.69881634502992,0.0893537929340153,0.115737786910595,2.11834698041236
"CMA009C","NAD-dependent sorbitol dehydrogenase","nan",4175.66281885942,1.68375949579311,0.0621725805427623,27.0820268532206,1.60334209381454e-161,7.0022064008626e-160,617.042947103052
"CMA010C","Uncharacterized protein","nan",2423.15993883656,0.974837769348638,0.0654464706372474,14.8951923588349,3.54163886634668e-50,3.55967165079855e-49,108.749978252818
"CMA011C","Probable aminoacylase I","nan",1706.26631649978,0.728201900129543,0.129858854038817,5.60764150830924,2.05102302799605e-08,4.80161225956381e-08,12.2714610746467
"CMA013C","Polyketide_cyc domain-containing protein","nan",3970.32370714133,0.020326022179794,0.0695434946718528,0.292277836707864,0.770074203081754,0.805151735637385,0.00440514756000171
"CMA015C","Uncharacterized protein","nan",3124.04016105708,-0.0558605378840658,0.0619186044624642,-0.902160802379341,0.366971453713263,0.420870119468964,0.0483434410342651
"CMA016C","Similar to transcription factor IIA large subunit","nan",2196.73309911122,-0.118246638749749,0.0864860393945578,-1.36723382845983,0.171552025189936,0.212385201128648,0.183205863307364
"CMA017C","Probable lysophosphatidic acid acyltransferase","nan",4734.4500135341,0.221719603211452,0.0617905764040597,3.58824299941123,0.000332913935667887,0.000573648838170748,1.65480273514412
"CMA019C","B-related factor 1","nan",2435.50427047165,0.293358295860533,0.109416949329922,2.68110468859791,0.00733795557231426,0.0109536632635726,1.32424320753237
"CMA021C","Similar to DnaJ-like protein","nan",27188.3096671805,1.24590003580799,0.147601076891595,8.44099556755289,3.14646081570747e-17,1.1276531681566e-16,45.7509728726331
"CMA022C","Uncharacterized protein","nan",3162.31752882263,-0.42385560872966,0.0734143505446974,-5.77347079399143,7.76550715920834e-09,1.85672373210723e-08,7.54542127711484
"CMA023C","MYB-related protein","nan",7401.47372783885,-1.57065239420475,0.11837484854626,-13.2684638121496,3.52737748768770e-40,2.77191208626414e-39,139.444531972927
"CMA024C","Cupin type-1 domain-containing protein","nan",4.40403572979596,1.54227333809345,2.0002819139174,0.771027987286567,0.440690342794385,0.498351705245254,1.07411505685231
"CMA025C","Bromo domain-containing protein","nan",4654.21498685041,-0.664891209470169,0.0842145018931767,-7.8952103797225,2.89825940213167e-15,9.61863493579005e-15,21.4594130134423
"CMA027C","Uncharacterized protein","nan",2638.86649711838,0.0576887317824733,0.068465508023406,0.842595541140972,0.399454685659524,0.454847455867501,0.045446789349954
"CMA028C","PI31_Prot_N domain-containing protein","nan",730.465636304832,-0.59262353986789,0.159530999436688,-3.71478610402037,0.000203375650436813,0.000356159983997755,4.70550826455046
"CMA029C","Uncharacterized protein","nan",2449.09577855252,-0.479553272471,0.146292245134914,-3.27804985171117,0.0010452693375028,0.0017166070484447,3.05351018430465
"CMA030C","Pyruvate kinase (EC 2.7.1.40)","nan",7494.22790250303,-0.919520715827352,0.0792899755145429,-11.5969352980655,4.27100582403825e-31,2.47387485230384e-30,62.6853520851175
"CMA031C","Uncharacterized protein","nan",4957.49613766588,-0.645191251922006,0.116763834084703,-5.52560865253851,3.28345297873567e-08,7.57542798039296e-08,10.5784079500303
