Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00970,Aminoacyl-tRNA biosynthesis,0.9859392605173081,['CYME_CMJ139C'],0 1449 54 108
cme02010,ABC transporters,1.0,[],-1 1449 54 8
cme03008,Ribosome biogenesis in eukaryotes,0.7476648791103663,"['CYME_CMQ382C', 'CYME_CMG027C']",1 1449 54 70
cme03010,Ribosome,1.0,[],-1 1449 54 134
cme03013,RNA transport,0.9062435789166777,['CYME_CMH135C'],0 1449 54 61
cme03015,mRNA surveillance pathway,0.7495181438006364,['CYME_CMH135C'],0 1449 54 36
cme03018,RNA degradation,0.5188112566889556,"['CYME_CMM026C', 'CYME_CMM196C']",1 1449 54 46
cme03020,RNA polymerase,1.0,[],-1 1449 54 24
cme03022,Basal transcription factors,0.6010652899299166,['CYME_CMD185C'],0 1449 54 24
cme03030,DNA replication,0.000110142321978942,"['CYME_CMR234C', 'CYME_CMH264C', 'CYME_CMC123C', 'CYME_CMS101C', 'CYME_CMI291C', 'CYME_CMI176C', 'CYME_CMK133C']",6 1449 54 32
cme03040,Spliceosome,0.49469843227125765,"['CYME_CMS018C', 'CYME_CMH135C']",1 1449 54 44
cme03050,Proteasome,0.7683039440437163,['CYME_CMG170C'],0 1449 54 38
cme03060,Protein export,1.0,[],-1 1449 54 23
cme03410,Base excision repair,0.5853637780172684,['CYME_CMS101C'],0 1449 54 23
cme03420,Nucleotide excision repair,0.0628398040151267,"['CYME_CML058C', 'CYME_CMC123C', 'CYME_CMS101C', 'CYME_CMI291C']",3 1449 54 41
cme03430,Mismatch repair,0.005357717510498605,"['CYME_CMC123C', 'CYME_CMS101C', 'CYME_CMI291C', 'CYME_CME067C']",3 1449 54 20
cme03440,Homologous recombination,0.00046588013883538596,"['CYME_CMA093C', 'CYME_CMC123C', 'CYME_CMI291C', 'CYME_CMR053C', 'CYME_CMS368C']",4 1449 54 19
cme03450,Non-homologous end-joining,1.0,[],-1 1449 54 4
cme04016,MAPK signaling pathway - plant,1.0,[],-1 1449 54 6
cme04070,Phosphatidylinositol signaling system,1.0,[],-1 1449 54 15
cme04120,Ubiquitin mediated proteolysis,1.0,[],-1 1449 54 46
cme04122,Sulfur relay system,1.0,[],-1 1449 54 8
cme04130,SNARE interactions in vesicular transport,1.0,[],-1 1449 54 15
cme04136,Autophagy - other,1.0,[],-1 1449 54 4
cme04141,Protein processing in endoplasmic reticulum,0.6472415095453969,"['CYME_CMI213C', 'CYME_CMJ101C']",1 1449 54 58
cme04144,Endocytosis,0.3086532309384264,"['CYME_CMO281C', 'CYME_CMR340C']",1 1449 54 30
