Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00970,Aminoacyl-tRNA biosynthesis,1.0,[],-1 1449 22 108
cme02010,ABC transporters,0.11546531416621651,['CYME_CMD148C'],0 1449 22 8
cme03008,Ribosome biogenesis in eukaryotes,0.6662979829290171,['CYME_CMG027C'],0 1449 22 70
cme03010,Ribosome,1.0,[],-1 1449 22 134
cme03013,RNA transport,1.0,[],-1 1449 22 61
cme03015,mRNA surveillance pathway,1.0,[],-1 1449 22 36
cme03018,RNA degradation,0.15260228269746168,"['CYME_CMM026C', 'CYME_CMM196C']",1 1449 22 46
cme03020,RNA polymerase,1.0,[],-1 1449 22 24
cme03022,Basal transcription factors,1.0,[],-1 1449 22 24
cme03030,DNA replication,1.0,[],-1 1449 22 32
cme03040,Spliceosome,1.0,[],-1 1449 22 44
cme03050,Proteasome,1.0,[],-1 1449 22 38
cme03060,Protein export,1.0,[],-1 1449 22 23
cme03410,Base excision repair,1.0,[],-1 1449 22 23
cme03420,Nucleotide excision repair,0.47068113235013687,['CYME_CML058C'],0 1449 22 41
cme03430,Mismatch repair,1.0,[],-1 1449 22 20
cme03440,Homologous recombination,1.0,[],-1 1449 22 19
cme03450,Non-homologous end-joining,1.0,[],-1 1449 22 4
cme04016,MAPK signaling pathway - plant,1.0,[],-1 1449 22 6
cme04070,Phosphatidylinositol signaling system,1.0,[],-1 1449 22 15
cme04120,Ubiquitin mediated proteolysis,1.0,[],-1 1449 22 46
cme04122,Sulfur relay system,1.0,[],-1 1449 22 8
cme04130,SNARE interactions in vesicular transport,1.0,[],-1 1449 22 15
cme04136,Autophagy - other,1.0,[],-1 1449 22 4
cme04141,Protein processing in endoplasmic reticulum,0.21901033866078068,"['CYME_CMK163C', 'CYME_CMJ101C']",1 1449 22 58
cme04144,Endocytosis,1.0,[],-1 1449 22 30
cme04145,Phagosome,1.0,[],-1 1449 22 22
cme04146,Peroxisome,1.0,[],-1 1449 22 30
cme04712,Circadian rhythm - plant,1.0,[],-1 1449 22 6
cme00010,Glycolysis / Gluconeogenesis,0.0005037571386170859,"['CYME_CMC021C', 'CYME_CMH052C', 'CYME_CMM167C', 'CYME_CMM196C', 'CYME_CMJ250C']",4 1449 22 47
cme00020,Citrate cycle (TCA cycle),0.34088868304988684,['CYME_CMT611C'],0 1449 22 27
cme00030,Pentose phosphate pathway,0.08751929919813847,"['CYME_CMH052C', 'CYME_CMM196C']",1 1449 22 33
cme00040,Pentose and glucuronate interconversions,1.0,[],-1 1449 22 10
cme00051,Fructose and mannose metabolism,0.020508724107462614,"['CYME_CMH052C', 'CYME_CMM196C']",1 1449 22 15
cme00052,Galactose metabolism,0.1553902752155986,['CYME_CMM196C'],0 1449 22 11
cme00053,Ascorbate and aldarate metabolism,1.0,[],-1 1449 22 11
cme00061,Fatty acid biosynthesis,1.0,[],-1 1449 22 15
cme00062,Fatty acid elongation,1.0,[],-1 1449 22 7
cme00071,Fatty acid degradation,1.0,[],-1 1449 22 11
cme00072,Synthesis and degradation of ketone bodies,1.0,[],-1 1449 22 4
cme00100,Steroid biosynthesis,0.1553902752155986,['CYME_CMG178C'],0 1449 22 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,1.0,[],-1 1449 22 13
cme00190,Oxidative phosphorylation,0.2705820563057037,"['CYME_CMG064C', 'CYME_CMM026C']",1 1449 22 67
cme00195,Photosynthesis,1.0,[],-1 1449 22 50
cme00196,Photosynthesis - antenna proteins,1.0,[],-1 1449 22 8
cme00220,Arginine biosynthesis,1.0,[],-1 1449 22 14
cme00230,Purine metabolism,0.1688004713777789,"['CYME_CMC021C', 'CYME_CMT384C']",1 1449 22 49
cme00240,Pyrimidine metabolism,1.0,[],-1 1449 22 26
cme00250,"Alanine, aspartate and glutamate metabolism",1.0,[],-1 1449 22 21
cme00260,"Glycine, serine and threonine metabolism",0.38078184352219807,['CYME_CMC149C'],0 1449 22 31
cme00261,Monobactam biosynthesis,1.0,[],-1 1449 22 7
cme00270,Cysteine and methionine metabolism,0.12137108614220389,"['CYME_CMC149C', 'CYME_CMT611C']",1 1449 22 40
cme00280,"Valine, leucine and isoleucine degradation",1.0,[],-1 1449 22 22
cme00290,"Valine, leucine and isoleucine biosynthesis",1.0,[],-1 1449 22 11
cme00300,Lysine biosynthesis,1.0,[],-1 1449 22 8
cme00310,Lysine degradation,1.0,[],-1 1449 22 9
cme00330,Arginine and proline metabolism,1.0,[],-1 1449 22 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 22 2
cme00340,Histidine metabolism,1.0,[],-1 1449 22 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 22 15
