"","Protein","Function","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","score"
"CMA001C","Similar to trefoil factor","nan",226.503456107217,2.24525752006492,0.472462677691613,4.75224314232594,2.01172248457096e-06,1.93525350123932e-05,24.3670774110262
"CMA004C","Mitochondrial pyruvate carrier","Mediates the uptake of pyruvate into mitochondria. {ECO:0000256|RuleBase:RU363100}.",2642.59504435577,0.133689330149864,0.0671895523579152,1.98973390145105,0.0466202560945471,0.0992969200805308,0.308774321374781
"CMA005C","Calcium-binding mitochondrial carrier Aralar","nan",2789.153323498,-0.0788218599057411,0.0651470042948563,-1.20990766588425,0.226314325342665,0.340922220868758,0.084820275882595
"CMA007C","Serine O-acetyltransferase (EC 2.3.1.30)","nan",5833.28703784062,0.293420225240603,0.0942902176988023,3.11188405755829,0.00185897493377303,0.00703530774399534,1.45442943477828
"CMA008C","ORF1050","nan",12.284500109377,-0.290085201673759,0.402876824279993,-0.720034472551725,0.471503770984907,0.591535450900929,0.15230449615066
"CMA009C","NAD-dependent sorbitol dehydrogenase","nan",4175.66281885942,0.744521401976715,0.200146788934058,3.71987682611292,0.00019931996039887,0.00106485810016442,5.09618476516542
"CMA010C","Uncharacterized protein","nan",2423.15993883656,-0.0234770169455812,0.164492524962457,-0.142723913751944,0.886508229620998,0.925712677354978,0.00181222324517073
"CMA011C","Probable aminoacylase I","nan",1706.26631649978,0.410029305534491,0.0848730146332398,4.8310915702281,1.35786531231517e-06,1.35102123312004e-05,4.59727509825189
"CMA013C","Polyketide_cyc domain-containing protein","nan",3970.32370714133,-0.298844003441014,0.150871369934328,-1.98078670307758,0.0476151986033546,0.100763724317133,0.685840074416834
"CMA015C","Uncharacterized protein","nan",3124.04016105708,-0.182245812812165,0.220182802493602,-0.827702303486944,0.407839114292311,0.53035204981095,0.115582891127947
"CMA016C","Similar to transcription factor IIA large subunit","nan",2196.73309911122,-0.124217665401247,0.0690337439949043,-1.79937604731994,0.0719592158918405,0.141368921348023,0.243017247170913
"CMA017C","Probable lysophosphatidic acid acyltransferase","nan",4734.4500135341,0.752991326274046,0.143364079872716,5.25230118271312,1.50210570286723e-07,1.8578675798621e-06,9.93653467715646
"CMA019C","B-related factor 1","nan",2435.50427047165,-0.236750484719899,0.133303541455747,-1.77602546889944,0.0757287193645954,0.146270540142575,0.45510483111949
"CMA021C","Similar to DnaJ-like protein","nan",27188.3096671805,0.104180198647104,0.339497900249366,0.306865516901818,0.758945737062598,0.834327836606812,0.0188700410745623
"CMA022C","Uncharacterized protein","nan",3162.31752882263,-0.492767223245601,0.132008765247033,-3.73283715155933,0.000189335012927678,0.00101929593875577,3.39449755505531
"CMA023C","MYB-related protein","nan",7401.47372783885,-0.744510583343451,0.338190264272877,-2.20145480812164,0.0277038426134155,0.0657300304313488,2.02670624371419
"CMA024C","Cupin type-1 domain-containing protein","nan",4.40403572979596,0.430025663171212,0.770974721968875,0.557768822916833,0.577002254681493,0.686808038314801,0.161560833451854
"CMA025C","Bromo domain-containing protein","nan",4654.21498685041,-0.0889701394696812,0.128561870533408,-0.692041420216903,0.488911317681347,0.608365444467334,0.0442163369945361
"CMA027C","Uncharacterized protein","nan",2638.86649711838,-0.295568724290311,0.245141717217365,-1.20570553084701,0.227931051693616,0.342812742960523,0.316427281023363
"CMA028C","PI31_Prot_N domain-containing protein","nan",730.465636304832,-0.408598447866656,0.201468815854601,-2.02809772883928,0.0425502746773463,0.0923013650693205,0.973566029570908
"CMA029C","Uncharacterized protein","nan",2449.09577855252,-0.513622431541217,0.304260209964282,-1.68810253434556,0.0913915480547731,0.168667647587997,0.914158086663901
"CMA030C","Pyruvate kinase (EC 2.7.1.40)","nan",7494.22790250303,-0.535013967753084,0.356771058762391,-1.49960024674928,0.133717983746833,0.227072825414144,0.793149912417132
"CMA031C","Uncharacterized protein","nan",4957.49613766588,-0.203828693668749,0.219831180868863,-0.927205562300734,0.353819815410207,0.476816163039151,0.150960476396425
"CMA033C","ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)","Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. {ECO:0000256|HAMAP-Rule:MF_03157}.",2002.00121910748,0.60335569331732,0.14931294218187,4.04088007710949,5.32509855766076e-05,0.000348071011682859,4.8045841604883
"CMA034C","Uncharacterized protein","nan",6274.22011883644,1.17279590689403,0.223395104829071,5.24987290026515,1.52204190864564e-07,1.87313636388185e-06,15.4667108388181
"CMA035C","GTP--RNA guanylyltransferase (EC 2.7.7.50) (mRNA guanylyltransferase)","nan",2183.63777536956,0.298218201687048,0.170382194909026,1.75028970513192,0.0800683364341824,0.152621568289954,0.560588735939758
"CMA036C","Similar to tubulin folding cofactor B","nan",1746.82948281177,1.0285944685341,0.267794369428827,3.84098616684124,0.000122541020743549,0.000705647534853459,7.46388743711539
"CMA037C","Uncharacterized protein","nan",382.690076233542,0.637282060335463,0.225761407852213,2.82281221754533,0.00476044451665194,0.0156098296941378,2.65100061749965
"CMA039C","Uncharacterized protein","nan",1757.35949236232,-0.356134642956688,0.282138710785963,-1.26226791766572,0.206852396874847,0.318299458592308,0.407689636071875
"CMA040C","Citrate synthase","nan",1444.9072209839,-0.420081407730937,0.340683936686322,-1.2330531689192,0.217555928034967,0.330757395210277,0.464765516357171
"CMA041C","UDP-glucose 4-epimerase (EC 5.1.3.2)","nan",19808.7270240562,0.0319890808470439,0.184220004786012,0.173646075431396,0.862143619097896,0.911477288385624,0.00296502318042738
"CMA042C","Acetyl-CoA acetyltransferase","nan",3476.58678088139,-0.285404592494112,0.372333331622408,-0.766529795359679,0.443361130187419,0.566249269532845,0.162315554479501
"CMA044C","Cryptochrome DASH","May have a photoreceptor function. {ECO:0000256|RuleBase:RU367151}.",1523.52041434811,-0.143450817017448,0.142321610695521,-1.00793418734097,0.313486057963252,0.433712838813751,0.119834885655745
"CMA045C","Uncharacterized protein","nan",1771.32243063363,-0.492122706059249,0.199625836746366,-2.4652255142931,0.0136927041486591,0.0373128078264122,1.61830547874357
"CMA046C","TPR_REGION domain-containing protein","nan",2382.6776531453,-0.965592373449234,0.265600919665022,-3.63550086598739,0.000277441061792756,0.00141297382863493,6.33627383223419
"CMA048C","3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","nan",4780.03005365023,-0.334945975306634,0.30685889543884,-1.09153092931403,0.275039329974592,0.39468423769253,0.311388967630482
"CMA050C","CRC domain-containing protein","nan",1377.5729008803,-0.00996763342200106,0.229033030638831,-0.0435205061654155,0.965286618454827,0.978565489380144,0.000215974355495176
"CMA052C","Probable ornithine decarboxylase","nan",22073.8344187874,0.37397776158886,0.326819847513905,1.14429329930138,0.252502021251699,0.369542548895947,0.372290894728395
"CMA053C","Fmp27_GFWDK domain-containing protein","nan",4929.01333296762,0.587456862555579,0.209269033545648,2.80718485961487,0.00499765529076189,0.0162306782205412,2.42082285174216
"CMA054C","Uncharacterized protein","nan",1144.0846026712,-0.0188813518615573,0.0992285602860714,-0.190281425097001,0.849088608362227,0.904295906828543,0.00189943834862477
"CMA056C","Uncharacterized protein","nan",6384.22909559354,-0.21141838387026,0.333142887432686,-0.634617732647761,0.52567776006165,0.640389964429584,0.0942245158832781
"CMA059C","Probable viral mRNA translation inhibitor SKI2","nan",2374.25343931939,-0.109078147904638,0.0976152865292267,-1.11742895793252,0.263810959325216,0.382801259708892,0.104741127512499
"CMA060C","Uncharacterized protein","nan",445.724271030503,-0.3451306094818,0.1435591912293,-2.40409970637506,0.0162123507625586,0.0423540292175095,1.09119659083498
"CMA061C","Heat shock protein of Hsp90 family","nan",24069.5587267466,-0.281889536198768,0.275009898543342,-1.02501596375936,0.305355655301148,0.427134398784343,0.239791184297701
"CMA062C","DNA polymerase iota, RAD30","nan",2470.6128529342,-0.396380260941947,0.182276359179195,-2.17461146759173,0.0296592442499313,0.0692704071809802,1.0582312424542
"CMA063C","Rhomboid domain-containing protein","nan",1788.65682770052,0.111018879819226,0.117044321143571,0.948520002803436,0.342864794637073,0.465580058915729,0.0848707376404087
"CMA064C","Uncharacterized protein","nan",5078.41427288858,-0.161871572011503,0.219176161208879,-0.738545520273239,0.460183016263035,0.581860923714598,0.0876573124291907
"CMA065C","Uncharacterized protein","nan",5210.0703871856,-0.35521221455214,0.197899404533578,-1.79491300334797,0.0726675618335421,0.142090461769607,0.693122528596057
"CMA066C","DNA repair protein SMC6","nan",1775.12615978607,0.546688312721375,0.295632210313362,1.8492176889044,0.0644263855139541,0.128931148625857,1.11987829738941
"CMA067C","Mitochondrial ribosomal protein L32","nan",1247.75152936974,-0.18307487676112,0.118344909254668,-1.54696030369299,0.121872818134604,0.210884417073728,0.284945991568258
"CMA068C","Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)","nan",1431.64482383812,-1.01040189145952,0.302642008669114,-3.33860423377054,0.000842004337133652,0.00364179789987255,5.67368730083397
"CMA069C","Uncharacterized protein","nan",7596.97568086358,-0.115614021788277,0.258745993996007,-0.446824393308526,0.655001857248459,0.753481157464137,0.0327246954555259
"CMA070C","Uncharacterized protein","nan",5252.30513507601,-0.858207647300805,0.256029665723949,-3.3519851884122,0.000802343112454909,0.00349674518277465,4.85395610590268
"CMA072C","Probable nuclear exosomal RNA helicase MTR4","nan",4568.80803498231,0.23296708466208,0.146894436386454,1.58594900115334,0.112750878848073,0.198723423969729,0.376437825350743
"CMA074C","Uncharacterized protein","nan",3126.04418176614,0.0545957723113652,0.0995377024024332,0.548493394901092,0.583353163363816,0.692167042077575,0.0200873112517418
"CMA075C","Similar to RNA-binding protein QKI","nan",11556.9013944352,1.34869219587421,0.222741036283664,6.05497854538413,1.40436380645153e-09,2.76116947603119e-08,23.4740233161624
"CMA077C","Aspartate transaminase","nan",2336.15346867193,-0.0696725491794377,0.108192882527284,-0.643966105273774,0.519597413510816,0.635124839337871,0.0316267181788688
"CMA078C","Uncharacterized protein","nan",1320.59264839153,0.133551540804067,0.0770990730830982,1.73220682770238,0.0832367438228829,0.157090370513963,0.247195091748516
"CMA079C","Similar to actin-binding protein frabin","nan",31.6703697059026,-0.351800154528477,0.252708126926322,-1.39212046247743,0.163885922808407,0.264912227009331,0.467316101719785
"CMA080C","Uncharacterized protein","nan",936.843218734698,0.859308176570773,0.351101541680271,2.44746341032389,0.0143865731837592,0.0387404235305978,2.7935006228416
"CMA081C","Similar to AMP-activated protein kinase","nan",6026.66491630078,0.0611811482660365,0.1693083121528,0.361359389200105,0.717830802505965,0.802126754094084,0.0134897479365134
"CMA082C","30S ribosomal protein S5, chloroplastic","With S4 and S12 plays an important role in translational accuracy. {ECO:0000256|ARBA:ARBA00002524}.",15033.4276893092,-1.06344149699103,0.226692549530485,-4.69111798863077,2.71716212972885e-06,2.53003681324752e-05,11.2562002926772
"CMA083C","Uncharacterized protein","nan",3625.36801803369,-0.0622650181939522,0.208979605423948,-0.297947821595499,0.765742988156151,0.8404768786987,0.0108207782090184
"CMA085C","Uncharacterized protein","nan",3809.21355641545,-0.246128686251918,0.411950319455183,-0.597471769356631,0.550192449626895,0.662728762242794,0.101254752059767
"CMA086C","Uncharacterized protein","nan",4995.58436009844,-0.551907650176613,0.101462549914349,-5.4395207950373,5.34240735526101e-08,7.42669867555298e-07,7.78908051207962
"CMA087C","Uncharacterized protein","nan",2411.93910569224,0.983167535027756,0.344739154765426,2.85191722911992,0.00434564145675419,0.0144415761542639,4.16631400533006
"CMA089C","Chromosome assembly complex Condensin II, subunit G2","nan",2877.29203418469,0.0921221524098073,0.226686281034416,0.406386094427219,0.684458935342068,0.776150010549887,0.0233446253491805
"CMA090C","NADH dehydrogenase I alpha subcomplex 8","nan",2916.34228396115,0.31644340269073,0.132387687285166,2.39027819867496,0.0168356147579139,0.0436593582923307,0.990891133284127
"CMA091C","Uncharacterized protein","nan",3543.47868249178,-0.798099175252875,0.147855821266631,-5.39782044708034,6.74553233433099e-08,8.99708164051985e-07,11.1104945579929
"CMA093C","ATP-dependent DNA helicase RecQ","nan",1281.62592370214,0.624325244767993,0.231031885600577,2.7023336763453,0.00688546238333021,0.0211394822818169,2.40778072335555
"CMA095C","Similar to MADS box transcription enhancer factor","nan",1.96734163497507,-0.566613125174425,0.610884121174752,-0.927529633745936,0.353651613127778,0.476719669703793,0.419762106426013
"CMA098C","Deoxyhypusine synthase","nan",2392.81866438132,0.0260027355977973,0.12584908195804,0.206618397156579,0.836307891436614,0.896171171819732,0.00285051983791357
"CMA099C","Uncharacterized protein","nan",1940.9657080493,-0.265205308833358,0.164250069130266,-1.61464351423211,0.106387916403033,0.189950928888918,0.440503235752251
"CMA101C","Probable maintenance of ploidy protein MOB1","nan",1349.36834536698,-0.0646579456553019,0.0769735927721241,-0.84000165935762,0.40090745614027,0.523545460717712,0.041842187700261
"CMA103C","Raf-related MAP kinase kinase kinase, theta-type","nan",1420.58069960272,-0.197487720984095,0.110708884452366,-1.78384708653683,0.0744485159410459,0.14436283935916,0.382222757463457
"CMA105C","Uncharacterized protein","nan",2129.42235016673,-0.143557389086287,0.0844093447568541,-1.70072862785291,0.0889939568214137,0.164997042963022,0.258665684025228
"CMA106C","Similar to alpha-glucosidase","nan",3267.02326537319,0.533437767208827,0.362873223649376,1.47003893493188,0.14155120929913,0.237097797684791,0.76776768292595
"CMA107C","Probable proline aminopeptidase P","nan",1861.92478638589,-0.114556852492844,0.0934980612835743,-1.22523238364697,0.220487676335931,0.333877472451004,0.125666713774729
"CMA109C","DUF3598 domain-containing protein","nan",1785.95672936639,0.112020912666982,0.0471000352957682,2.37836154396781,0.0173897661937201,0.044837249825501,0.347793121652874
"CMA111C","Probable transitional endoplasmic reticulum ATPase","nan",1626.37871853245,0.0960587004907398,0.044001915217605,2.18305726047822,0.0290315934849834,0.0680298736222189,0.258187377490489
"CMA114C","40S ribosomal protein S24","nan",17000.3674795375,-0.761236499210905,0.280385200017146,-2.71496676416714,0.00662824220435107,0.0204823890284737,2.9598320173746
"CMA115C","Uncharacterized protein","nan",1589.50604036671,0.106534307994478,0.164397212106907,0.648029894358539,0.516965615283891,0.63258748113712,0.0487859756023805
"CMA116C","Uncharacterized protein","nan",901.041749941123,0.0675601991220554,0.268927942780718,0.251220451186597,0.801643673715463,0.867758615877563,0.00958285317851963
"CMA118C","Uncharacterized protein","nan",1490.57128883922,-0.048637106719716,0.0782094005365018,-0.621883128959876,0.534018719442353,0.647832443571291,0.0211144959605276
"CMA119C","Similar to oxidant-induced cell-cycle arrest Oca1p","nan",980.499830620156,0.00760945123646982,0.0762181536545383,0.0998377797363073,0.92047311398383,0.948105798583158,0.000405501424807726
"CMA121C","Uncharacterized protein","nan",28.6176559012125,0.178283045191585,0.173077463288715,1.030076601563,0.302974048112911,0.424404464217206,0.152800755982728
"CMA122C","40S ribosomal protein S7","nan",12601.965809706,-0.771317366134635,0.322905627257234,-2.38867737513966,0.0169091438095546,0.0438040024672713,2.41270392653982
"CMA124C","Probable cell division protein glsA","nan",897.362577414092,0.0311894791551521,0.140730997688605,0.22162479956381,0.824605975281695,0.886393049012233,0.00376128915172048
"CMA125C","Similar to Rab11-binding protein","nan",3024.90534688892,-0.147876346826839,0.0992190486429292,-1.4904027890755,0.13611835961598,0.229970593873626,0.21734922107389
"CMA127C","Cyclin-dependent kinases regulatory subunit","Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function. {ECO:0000256|RuleBase:RU311113}.",1862.79169143301,0.804598339284863,0.187202101825043,4.29801979486765,1.72330776286164e-05,0.00013083882784188,7.19435170572508
"CMA128C","Complex I-B14.7 (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11) (NADH-ubiquinone oxidoreductase subunit B14.7)","Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.",3640.28087098449,0.00241875699884327,0.206072116342025,0.0117374297977741,0.990635101010752,0.992445031158762,1.8343011781035e-05
"CMA129C","Uncharacterized protein","nan",896.70478280085,0.709495929542312,0.335468460988441,2.11494078296308,0.0344349946886229,0.0783840861569898,1.80647196088429
"CMA130C","Similar to MCM3 associated protein","nan",2342.1556998401,0.269308178026345,0.0952767566922596,2.8265884290772,0.00470467522542495,0.0154577711301412,1.12291907146967
"CMA132C","Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)","nan",1663.52018061718,-0.0706487282990367,0.0547021280829698,-1.29151699897086,0.196524464470918,0.305656549689247,0.0837394568185777
"CMA133C","Similar to syntaxin 6","nan",2219.76680409101,0.525037556043312,0.090968770872296,5.77162416298195,7.85110754448987e-09,1.3594812537564e-07,8.30136483721091
