Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00970,Aminoacyl-tRNA biosynthesis,0.9993698311927562,['CYME_CMJ139C'],0 1449 92 108
cme02010,ABC transporters,0.40909087130188576,['CYME_CMD148C'],0 1449 92 8
cme03008,Ribosome biogenesis in eukaryotes,0.8360952652966956,"['CYME_CMS124C', 'CYME_CMQ382C', 'CYME_CMG027C']",2 1449 92 70
cme03010,Ribosome,1.0,[],-1 1449 92 134
cme03013,RNA transport,0.9832541376744579,['CYME_CMH135C'],0 1449 92 61
cme03015,mRNA surveillance pathway,0.9085064112952177,['CYME_CMH135C'],0 1449 92 36
cme03018,RNA degradation,0.8032481321172352,"['CYME_CMM026C', 'CYME_CMM196C']",1 1449 92 46
cme03020,RNA polymerase,0.7955423909262921,['CYME_CMP008C'],0 1449 92 24
cme03022,Basal transcription factors,0.7955423909262921,['CYME_CMD185C'],0 1449 92 24
cme03030,DNA replication,1.5113504662379556e-08,"['CYME_CMF110C', 'CYME_CMN199C', 'CYME_CMJ261C', 'CYME_CMP356C', 'CYME_CMF173C', 'CYME_CMK284C', 'CYME_CMR234C', 'CYME_CMH264C', 'CYME_CMC123C', 'CYME_CMS101C', 'CYME_CMI291C', 'CYME_CMI176C', 'CYME_CMK133C']",12 1449 92 32
cme03040,Spliceosome,0.30405702150918523,"['CYME_CMO009C', 'CYME_CMP145C', 'CYME_CMS018C', 'CYME_CMH135C']",3 1449 92 44
cme03050,Proteasome,0.7082552162618663,"['CYME_CMK289C', 'CYME_CMG170C']",1 1449 92 38
cme03060,Protein export,0.7814418661623694,['CYME_CMK192C'],0 1449 92 23
cme03410,Base excision repair,0.43502313118147606,"['CYME_CMN199C', 'CYME_CMS101C']",1 1449 92 23
cme03420,Nucleotide excision repair,0.04111500519167621,"['CYME_CMF110C', 'CYME_CMN199C', 'CYME_CML058C', 'CYME_CMC123C', 'CYME_CMS101C', 'CYME_CMI291C']",5 1449 92 41
cme03430,Mismatch repair,0.0010455806470599364,"['CYME_CMF110C', 'CYME_CMN199C', 'CYME_CMC123C', 'CYME_CMS101C', 'CYME_CMI291C', 'CYME_CME067C']",5 1449 92 20
cme03440,Homologous recombination,8.924446820313323e-05,"['CYME_CMT249C', 'CYME_CMN199C', 'CYME_CMA093C', 'CYME_CMC123C', 'CYME_CMI291C', 'CYME_CMR053C', 'CYME_CMS368C']",6 1449 92 19
cme03450,Non-homologous end-joining,1.0,[],-1 1449 92 4
cme04016,MAPK signaling pathway - plant,1.0,[],-1 1449 92 6
cme04070,Phosphatidylinositol signaling system,1.0,[],-1 1449 92 15
cme04120,Ubiquitin mediated proteolysis,0.9534382303991376,['CYME_CMB015C'],0 1449 92 46
cme04122,Sulfur relay system,1.0,[],-1 1449 92 8
cme04130,SNARE interactions in vesicular transport,1.0,[],-1 1449 92 15
cme04136,Autophagy - other,1.0,[],-1 1449 92 4
