Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00970,Aminoacyl-tRNA biosynthesis,0.9446475906938185,"['CYME_CMJ098C', 'CYME_CMG111C', 'CYME_CME037C']",2 1449 79 108
cme02010,ABC transporters,0.36213055253108867,['CYME_CMD148C'],0 1449 79 8
cme03008,Ribosome biogenesis in eukaryotes,1.0,[],-1 1449 79 70
cme03010,Ribosome,0.4497900982932173,"['CYME_CMD140C', 'CYME_CMT410C', 'CYME_CMM253C', 'CYME_CMT159C', 'CYME_CMN126C', 'CYME_CMG057C', 'CYME_CMT627C', 'CYME_CMI140C']",7 1449 79 134
cme03013,RNA transport,1.0,[],-1 1449 79 61
cme03015,mRNA surveillance pathway,0.5944963441324895,"['CYME_CME108C', 'CYME_CMS430C']",1 1449 79 36
cme03018,RNA degradation,0.7277952515245311,"['CYME_CMM196C', 'CYME_CMI162C']",1 1449 79 46
cme03020,RNA polymerase,1.0,[],-1 1449 79 24
cme03022,Basal transcription factors,1.0,[],-1 1449 79 24
cme03030,DNA replication,1.0,[],-1 1449 79 32
cme03040,Spliceosome,0.9183414814543241,['CYME_CML202C'],0 1449 79 44
cme03050,Proteasome,0.8845449884689685,['CYME_CMJ316C'],0 1449 79 38
cme03060,Protein export,0.7273657518084488,['CYME_CMB139C'],0 1449 79 23
cme03410,Base excision repair,0.7273657518084488,['CYME_CML249C'],0 1449 79 23
cme03420,Nucleotide excision repair,1.0,[],-1 1449 79 41
cme03430,Mismatch repair,1.0,[],-1 1449 79 20
cme03440,Homologous recombination,1.0,[],-1 1449 79 19
cme03450,Non-homologous end-joining,1.0,[],-1 1449 79 4
cme04016,MAPK signaling pathway - plant,1.0,[],-1 1449 79 6
cme04070,Phosphatidylinositol signaling system,1.0,[],-1 1449 79 15
cme04120,Ubiquitin mediated proteolysis,1.0,[],-1 1449 79 46
cme04122,Sulfur relay system,1.0,[],-1 1449 79 8
cme04130,SNARE interactions in vesicular transport,1.0,[],-1 1449 79 15
cme04136,Autophagy - other,1.0,[],-1 1449 79 4
cme04141,Protein processing in endoplasmic reticulum,1.0,[],-1 1449 79 58
cme04144,Endocytosis,1.0,[],-1 1449 79 30
cme04145,Phagosome,1.0,[],-1 1449 79 22
cme04146,Peroxisome,0.020624910298455795,"['CYME_CMT216C', 'CYME_CMN023C', 'CYME_CMT028C', 'CYME_CMT459C', 'CYME_CMQ436C']",4 1449 79 30
cme04712,Circadian rhythm - plant,1.0,[],-1 1449 79 6
cme00010,Glycolysis / Gluconeogenesis,0.0388045701239826,"['CYME_CMN017C', 'CYME_CMQ067C', 'CYME_CMQ172C', 'CYME_CMM196C', 'CYME_CMK098C', 'CYME_CMI162C']",5 1449 79 47
